rel_path,model,purpose,what_it_does,dependencies,inputs,outputs,risks,other_notes,tokens_in,tokens_out,est_cost_usd
Python_Code/Geospatial_Code/Gemini_Geospatial_v4.py,gpt-4o-mini,Analyze spatial patterns of Generative AI and robotics adoption in US hospitals through various statistical methods and modeling.,"Executes proximity analysis, population coverage analysis, models adoption drivers using logistic regression, performs hot spot analysis, and generates publication-quality visualizations.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],Code relies on specific third-party libraries which might not be available in all environments; lacks comprehensive error handling in the data processing functions.,"The script is designed as an end-to-end analysis workflow, emphasizing clean and robust data processing.",2113,173,0.000421
Python_Code/Geospatial_Code/Census_Block_Poster_071825_v5.py,gpt-4o-mini,To perform a geospatial analysis of hospital data and generate a high-quality poster map for presentation.,"Sets up the environment, connects to a database, loads and preprocesses hospital and population data, calculates proximity metrics, and generates a poster map following specifications.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot', 'cartopy']",[],[],"Potential missing libraries may cause warnings and affect functionality, particularly in geospatial analysis and plotting.",The code includes robust error handling and logging for better traceability of execution.,1998,180,0.000408
Python_Code/Geospatial_Code/Load_Parquet_File_071425_v2.py,gpt-4o-mini,"The script analyzes hospital data from a pre-processed Parquet file, focusing on AI adoption across states and correlations with hospital size and market competition.","Loads hospital data, aggregates it by state to create choropleth maps, explores correlations between hospital characteristics, and generates visualizations such as scatter plots.","['os', 'pandas', 'geopandas', 'matplotlib', 'seaborn', 'pathlib', 'us']",[],['tight'],"The script might fail if the specified files or directories do not exist, and there could be potential issues with handling missing or incorrect data during analysis.",Improvements have been implemented in version 2 to address previously identified bugs related to state name mapping and categorical data handling.,1969,159,0.000391
Python_Code/Geospatial_Code/Driving_Distance_Blue_Grey_071925_v2.py,gpt-4o-mini,"The code is designed to perform geospatial analysis of hospital data, including data loading, preprocessing, and generating a poster map for presentation.","Connects to a database to load hospital and population datasets, preprocesses the data, calculates proximity metrics, and generates a large-format poster map for a conference following specific production guidelines.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot', 'cartopy']",[],[],"Potential for missing external library imports, which could affect functionality; no error handling during data loading or preprocessing may lead to unhandled exceptions.",Includes improved visualization with a new scaling feature for maps and an update to prevent visualization artifacts in k-NN graph analysis.,1998,211,0.000426
Python_Code/Geospatial_Code/Census_Block_Poster_071825_v1.py,gpt-4o-mini,To analyze geospatial data related to hospitals and generate visualizations including a poster map for presentations.,"Sets up the environment, connects to a database, loads and preprocesses hospital and population data, calculates proximity metrics, optionally performs various analyses, and generates a poster map using a hybrid raster/vector approach.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot', 'cartopy']",[],[],"The script relies on several external libraries, which if not available can result in warnings and potentially skipped functionalities; also, there is a lack of error handling for database connections and data loading that may cause runtime failures.","The script is designed to generate a poster map for presentation, which is a notable new feature in version 15.0; it supports graceful failure on missing libraries.",1989,231,0.000437
Python_Code/Geospatial_Code/Driving_Distance_Blue_Grey_071925_v3.py,gpt-4o-mini,The script analyzes geospatial data related to AI-enabled hospitals and their accessibility based on population metrics.,"It sets up the environment, connects to a database, loads and preprocesses hospital and population data, calculates proximity metrics, analyzes state-level access, and generates a poster map for presentation purposes.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot', 'cartopy']",[],['%.4f'],Potential issues with missing external libraries for visualization and analysis functions could impact functionality; the script also appears to have commented-out core analysis functions that may limit its use if not activated.,"The script is modular and allows for easy updates and new analyses, as indicated by the versioning notes.",2050,214,0.000436
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v14.py,gpt-4o-mini,To analyze spatial patterns of generative AI and robotics adoption in U.S. hospitals through various statistical and geospatial methods.,"Performs proximity analysis, population coverage analysis, inequality analysis, regression analysis, hot spot analysis, and k-NN graph analysis; generates visualizations and saves enriched data analysis results.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot', 'cartopy']",[],['tight'],Complexity in handling geospatial data and the potential for errors in spatial analyses if data filtering is not properly managed.,"The script includes multiple versions showcasing iterative improvements, with recent versions correcting visualization logic and adding new analysis features.",2157,193,0.000439
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v9.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals using geospatial data and statistical modeling.,"The script performs proximity analysis, population coverage analysis, inequality analysis using Lorenz curves, regression analysis linking technology access to YPLL, hotspot analysis, and generates visualizations.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],Potential missing data or errors in loading external libraries could affect analysis accuracy; reliance on robust outlier removal may not capture all anomalies.,Version 11.0 includes enhancements like additional visualization features and a refined regression model.,2141,185,0.000432
Python_Code/Geospatial_Code/Driving_Distance_Blue_Grey_071925_v7.py,gpt-4o-mini,To analyze and visualize access to AI and Robotics-enabled hospitals at both state and county levels in the US.,"Calculates population-weighted average driving times to AI and Robotics hospitals, performs detailed county-level accessibility analysis, generates visualizations, and saves results to CSV and Parquet formats.","['pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar', 'contextily']",[],"['county_level_dual_access_analysis_ERROR.csv', 'county_level_core_results.csv']","The script may encounter issues during data loading or saving if the input data files are missing or corrupted, and it relies on external libraries that may not be installed.","The code includes version history that outlines the progression of features and bug fixes, indicating active development and maintenance.",2058,191,0.000423
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v10.py,gpt-4o-mini,To analyze geospatial patterns of AI and robotics adoption in US hospitals through various statistical and visual methods.,"This script connects to a database, loads and preprocesses hospital and population data, conducts proximity, population coverage, inequality, and regression analyses, performs hotspot analysis, generates visualizations, and saves the enriched dataset.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'cartopy', 'contextily', 'esda', 'libpysal', 'splot']",[],['hospital_ai_robotics_enriched.parquet'],"Potential missing error handling for missing data inputs, reliance on external libraries that may not be available, and risks associated with assumptions in statistical models.",The script is designed for publication-quality outputs and includes features for comprehensive analysis to understand technology adoption in healthcare.,2132,204,0.000442
Python_Code/Geospatial_Code/Gemini_Geospatial_v5.py,gpt-4o-mini,Analyze spatial patterns of Generative AI and robotics adoption in US hospitals.,"Performs proximity analysis, population coverage evaluation, logistic regression for adoption drivers, hot spot analysis, and generates summary visualizations.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],"Relying on several optional libraries which may be unavailable, potentially resulting in incomplete analyses if imports fail.",Script includes robust outlier removal and logging capabilities to track execution and errors.,2113,152,0.000408
Python_Code/Geospatial_Code/Load_Parquet_File_071425_v3.py,gpt-4o-mini,Analyze hospital data and create visualizations for insights on AI adoption across states.,"Loads hospital data from a Parquet file, aggregates data by state, generates choropleth maps, and creates scatter plots for correlation analysis.","['os', 'pandas', 'geopandas', 'matplotlib', 'seaborn', 'pathlib', 'us']",[],['tight'],Assumes the input data is well-structured and existing; lacks error handling for potential data quality issues or missing values.,The script includes updates specific to correctly handling state abbreviations and visualizing categorical data.,1964,131,0.000373
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v2.py,gpt-4o-mini,Analyzes spatial patterns of Generative AI and robotics adoption in US hospitals and evaluates their geographic inequality.,"Performs various analyses including proximity metrics, population coverage, logistic regression for adoption drivers, hot spot analysis, and generates visualizations while managing data in a geospatial context.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],"Possible missing error handling for missing libraries and data access, reliance on correct installation of optional libraries for full functionality.",Includes robust logging for monitoring the analysis workflow and user feedback.,2109,171,0.000419
Python_Code/Geospatial_Code/Gemini_Geospatial_v10.py,gpt-4o-mini,Analyzes spatial patterns of Generative AI and robotics adoption in US hospitals through various geospatial and statistical methods.,"1. Sets up the environment and logging configuration. 2. Connects to a database and loads hospital data. 3. Preprocesses data, calculates proximity metrics, and analyzes population coverage. 4. Models adoption drivers using logistic regression and performs hotspot analysis. 5. Generates visualizations and saves enriched data.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],The code may have limitations in terms of error handling and could benefit from improved checks on data integrity and completeness before running analyses.,"The script is robust in its approach to calculate proximity and analyze data but may rely heavily on the availability of certain libraries that, if missing, will skip specific analyses.",2117,222,0.000451
Python_Code/Geospatial_Code/Geospatial_Analysis_061525_v4.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals using geospatial data and statistical modeling.,"The code executes an end-to-end workflow that includes data preprocessing, proximity analysis, population coverage analysis, logistic regression modeling, hot spot analysis, and the generation of publication-quality visualizations.","['pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],The absence of specified input files could cause failures; reliance on external libraries like contextily and pysal may limit functionality if they are not available; no explicit error handling for all potential failure points during file loading.,The script is designed for use in geographic information system (GIS) contexts and requires specific input files to be provided by the user.,2058,196,0.000426
Python_Code/Geospatial_Code/LISA_Map_Poster_072025_v2.py,gpt-4o-mini,Analyze spatial patterns of Generative AI and robotics adoption in US hospitals and generate visual outputs.,"Performs data loading, preprocessing, proximity analysis, LISA hotspot analysis, and produces a publication-quality poster map.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot']",[],[],Potential issues with missing external libraries may prevent certain analyses or visualizations from proceeding; reliance on specific shapefiles and database availability.,Includes detailed logging for tracking analysis stages and results.,2062,167,0.000409
Python_Code/Geospatial_Code/KNN_Poster_071925_v2.py,gpt-4o-mini,To analyze geospatial data of AI-enabled hospitals and generate a k-Nearest Neighbor poster map for visualization.,"Sets up the environment, connects to a database, loads and preprocesses hospital data, and generates a k-NN poster map of hospitals in the contiguous U.S.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar']",[],[],Potential dependency issues if external libraries are not installed; hardcoded paths may lead to errors if the environment changes.,"Recent updates improve handling of geographical data, preventing connections to non-contiguous areas.",2024,173,0.000407
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v6.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals through various statistical and geospatial analyses.,"This script performs analyses including proximity analysis, population coverage, inequality analysis with Lorenz curves, regression analysis on technology access and YPLL, hotspot analysis, and generates visualizations for publication-quality maps.","['pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['hospital_ai_robotics_enriched.parquet'],"Potential issues with missing external libraries could impact the functionality of specific analyses such as hot spot and map generating, and lack of error handling for database connections.",The script includes logging for tracking progress and errors during execution.,2154,182,0.000432
Python_Code/Geospatial_Code/Create_GeoJSON_061525_v2.py,gpt-4o-mini,Create a GeoJSON file containing US block group geometries with population data.,"Loads geometrical data from a shapefile, retrieves population data from a PostgreSQL database, merges both datasets on a common column, and exports the resulting GeoDataFrame to a GeoJSON file.","['os', 'sys', 'logging', 'time', 'geopandas', 'pandas', 'sqlalchemy']",[],[],Error handling needs improvement; reliance on environment variables for database access could lead to runtime failures if not set correctly.,The code primarily operates with geometries and relies on logging for tracking progress and issues.,1824,135,0.000355
Python_Code/Geospatial_Code/KNN_Poster_071925_v3.py,gpt-4o-mini,To analyze geospatial data of hospitals and generate a k-nearest neighbor (k-NN) poster map while correcting for outliers in the data.,"Sets up the environment, connects to a PostgreSQL database, loads hospital data, preprocesses the data, calculates proximity metrics to remove outliers, and generates a k-NN poster map of AI-enabled hospitals in the contiguous U.S.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib']",[],[],Potentially unresolved database connection issues and reliance on environment variables for sensitive information.,The code features a logging mechanism to track the execution flow and errors.,1977,170,0.000399
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v7.py,gpt-4o-mini,"To analyze the spatial patterns of Generative AI and robotics adoption in US hospitals, focusing on their impact on premature death and related health metrics.","Conducts data preprocessing, proximity analysis, population coverage analysis, inequality analysis using Lorenz curves, regression analysis on technology access affecting YPLL, hotspot analysis for spatial clusters, and generates high-quality visualizations.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],Potential failure of optional libraries ('contextily' and 'pysal') could skip certain analyses; may require robust error handling for database connections and data loading.,"Version 10.0 introduces multiple regression analysis, highlighting the script's evolving nature in response to research needs.",2154,206,0.000447
Python_Code/Geospatial_Code/LISA_Cluster_Regressions_072025_v1.py,gpt-4o-mini,This script conducts Ordinary Least Squares (OLS) regression analysis on US county-level health data as part of dissertation research.,"It fetches and prepares data from a PostgreSQL database, executes regressions to analyze the impact of technology adoption on health outcomes, generates visualizations of results, and organizes outputs into a dedicated directory.","['os', 'sys', 'logging', 'datetime', 'numpy', 'pandas', 'warnings', 'traceback', 'sqlalchemy', 'statsmodels', 'matplotlib', 'seaborn']",[],['dissertation_regression_summary.csv'],"The script does not handle exceptions that may arise from database connections or data fetching, which can lead to unhandled errors.",The script generates publication-quality visualizations and allows for expansion with comprehensive control variable sets.,1970,166,0.000395
Python_Code/Geospatial_Code/Geospatial_Analysis_061525_v1.py,gpt-4o-mini,To analyze spatial patterns of AI and robotics adoption in US hospitals and their served population.,"It processes hospital data, creates visualizations, and analyzes geographic information concerning hospital locations and demographics.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'pyproj', 'sqlalchemy', 'sklearn', 'tqdm', 'osmnx', 'contextily', 'esda', 'libpysal', 'splot']",['fallback_data.csv'],"['ai_hospital_hotspots.png', 'nearest_distance_hist.png', 'competition_ai_scatter.png']",Potential reliance on external database connection; failure handling is partially implemented with fallback to CSV.,The script makes use of complex geospatial libraries and strategies for filtering out data from distant US territories affecting analysis.,1973,175,0.000401
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v3.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals through various geospatial and statistical methods.,"The script conducts proximity analysis, population coverage analysis, logistic regression to model adoption drivers, hot spot analysis, inequality analysis using Lorenz curves and Gini coefficients, and generates maps and figures for publication.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],"['hospital_ai_robotics_enriched.parquet', 'figures including distribution maps and histograms']",Potential issues include missing error handling for geospatial library imports and hardcoded file paths which may not be portable.,Version 9.0 introduces Lorenz curve and Gini coefficient analysis for evaluating geographic inequality.,2111,202,0.000438
Python_Code/Geospatial_Code/Gemini_Geospatial_v11.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals through a comprehensive data processing and visualization workflow.,"The script conducts proximity analysis, population coverage studies, logistic regression for modeling adoption drivers, hotspot analysis for spatial clustering, and generates visualizations/maps.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],"The script may fail if required external libraries (contextily, esda, libpysal) are not available, potentially limiting functionality.","Version 8.0 includes fixes for data loading and visualization issues, suggesting it has undergone multiple iterations for improvement.",1984,180,0.000406
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v4.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals and their impact on health outcomes.,"The script performs a series of geospatial analyses including proximity analysis, population coverage analysis, inequality measurement, regression analysis on technology access and years of potential life lost, hotspot analysis, and generates visualizations and maps.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],"The analysis might rely on external libraries that may not be available, potentially impacting the functionality of certain analyses like hotspot identification.","The script is structured with a main execution function, logging for error tracking, and provisions for creating necessary directories for outputs.",2135,197,0.000438
Python_Code/Geospatial_Code/LISA_Cluster_Regressions_072025_v2.py,gpt-4o-mini,"This script performs OLS regression analysis on US county-level health data, examining the effects of technology adoption patterns on health outcomes.","Connects to a PostgreSQL database to fetch data, prepares and cleans the data for regression, runs OLS regression analyses with visualizations, and outputs results including a summary CSV file.","['os', 'sys', 'logging', 'datetime', 'numpy', 'pandas', 'warnings', 'traceback', 'sqlalchemy', 'statsmodels', 'matplotlib', 'seaborn']",[],['consolidated summary CSV file of regression results and plots'],Potential missing error handling for database connections or data fetching.,Script features organized logging and produces publication-quality visualizations.,1981,151,0.000388
Python_Code/Geospatial_Code/Gemini_Geospatial_v8.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals through various geospatial and statistical methods.,"The script performs proximity analysis, population coverage assessment, logistic regression modeling for adoption drivers, hotspot analysis to identify spatial clusters, and generates visual representations of the findings.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],"Potential failure due to missing optional libraries ('contextily', 'pysal', etc.) which may impact map visualizations and hotspot analysis.",The script is set to log its progress and output relevant figures for publication.,2119,177,0.000424
Python_Code/Geospatial_Code/Geospatial_Analysis_061525_v2.py,gpt-4o-mini,"The script analyzes spatial patterns of Generative AI and robotics adoption in US hospitals, facilitating a comprehensive understanding of their impact on healthcare facilities.","It performs proximity analysis, population coverage analysis, logistic regression modeling of adoption drivers, hotspot analysis, and generates publication-quality visualizations of the findings.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],Potential reliance on external data files that must be provided by the user; missing error handling for file dependencies; and not handling graceful failures for all library imports could lead to runtime errors.,"The script is set up to log information during execution and handle exceptions, contributing to better debuggability.",2097,193,0.00043
Python_Code/Geospatial_Code/KNN_Poster_071925_v4.py,gpt-4o-mini,To analyze the accessibility of AI-enabled hospitals in the US through geospatial methods and provide visual and statistical outputs.,"Sets up the environment, connects to a PostgreSQL database, loads hospital data, processes the data to calculate proximity metrics, ranks state accessibility, and generates visual reports.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'tabulate', 'contextily']",[],[],"The code may rely on environment variables for database access, which could lead to failures if not set; potential exceptions during database connection or data processing are logged but not fully handled beyond logging.","The script has been updated to correct the handling of proximity metrics, specifically addressing outliers in distance calculations to improve accuracy in k-NN analysis.",1942,191,0.000406
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v1.py,gpt-4o-mini,Analyze spatial patterns of Generative AI and robotics adoption in US hospitals.,"The script performs proximity analysis, population coverage analysis, logistic regression modeling, hotspot analysis using LISA, and inequality analysis through Lorenz curves and Gini coefficients, generating publication-quality visualizations.","['pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],"The code may face limitations if required optional libraries such as 'contextily' or 'pysal' are not available, potentially impacting functionality.",This version (9.0) introduces Lorenz curve and Gini coefficient analysis for assessing geographic inequality.,2109,171,0.000419
Python_Code/Geospatial_Code/o3_Pro_Geospatial_v5.py,gpt-4o-mini,To analyze spatial patterns of Generative-AI and robotics adoption in US hospitals through various data processing and visualization techniques.,"It performs data loading and cleaning, proximity analysis, population coverage assessment, conducts logistic regression modeling for adoption drivers, and generates hot-spot analyses along with visualizations such as maps and histograms.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],"['population_coverage_map.png', 'tight', 'hospital_distribution_contiguous_US.png', 'nearest_distance_histogram.png']","Abandoned error handling for database connection and data preprocessing functions may lead to unhandled exceptions. Additionally, visualizations rely on external libraries that, if unavailable, could skip critical components of the analysis.","Warnings are logged for missing libraries affecting specific functionalities, and a structured logging approach is employed throughout the code.",2093,217,0.000444
Python_Code/Geospatial_Code/County_Adoption_Map_071425_v1.py,gpt-4o-mini,To create a choropleth map visualizing AI adoption rates across US counties based on hospital data.,"Loads enriched hospital data, aggregates AI adoption metrics by county, merges this information with county geometries, and generates a choropleth map visualizing adoption rates.","['pandas', 'geopandas', 'matplotlib', 'pathlib']",[],['tight'],The script lacks error handling for missing or malformed data in the input files and could fail if the expected columns are not present.,"The script is designed for use in a specific directory structure, where input data and shapefiles are stored in predefined locations.",1970,141,0.00038
Python_Code/Geospatial_Code/LISA_Map_Poster_072025_v1.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals and generate related visualizations.,"Sets up the environment, connects to a database, loads and preprocesses hospital data, performs hotspot analysis, generates a poster map of the results, and orchestrates the entire analysis workflow.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot']",[],[],"Potential issues with missing dependencies may hinder functionality, such as failing to generate maps or perform hot spot analysis.",The code includes detailed logging to track the analysis process and potential errors.,2062,182,0.000418
Python_Code/Geospatial_Code/Geospatial_Lorenz_Curve_070525_v5.py,gpt-4o-mini,An end-to-end workflow for analyzing spatial patterns of Generative AI and robotics adoption in US hospitals.,"Performs proximity analysis, population coverage analysis, inequality analysis using Lorenz curves and Gini coefficients, regression analysis linking technology access to YPLL, and generates hot spot analysis and publication-quality visualizations.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],Relying on external libraries that may not be available could lead to failures in specific analyses; handling of potential exceptions needs to be thorough to ensure robustness.,Includes comprehensive logging and structured output saving to handle large data efficiently.,2144,187,0.000434
Python_Code/Geospatial_Code/KNN_Poster_071925_v1.py,gpt-4o-mini,Perform geospatial analysis to generate visual mappings of AI-enabled hospitals based on proximity metrics and k-Nearest Neighbor algorithm.,"Connects to a database, loads hospital and possibly population data, preprocesses it, calculates proximity metrics, and generates a k-NN poster map for visualization.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'traceback', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'statsmodels', 'matplotlib', 'seaborn', 'mpl_toolkits', 'matplotlib_scalebar', 'contextily', 'esda', 'libpysal', 'splot', 'cartopy']",[],"['hospital_ai_robotics_enriched.parquet', 'knn_poster_map_36x48_k5.pdf']","Potential missing error handling for the database connection or data loading processes, and limited informational output in case of failure.","The script is tailored for presentation needs, particularly focused on generating maps for conferences and is built upon several version updates that enhance its functionality.",2060,223,0.000443
Python_Code/Geospatial_Code/LISA_Cluster_Regressions_072025_v3.py,gpt-4o-mini,"To perform Ordinary Least Squares (OLS) regression analysis on US county-level health data for dissertation research, examining the relationship between technology adoption and health outcomes.","Connects to a PostgreSQL database, fetches data for analysis, prepares data for regression, conducts OLS regression analysis, generates visualizations for categorical and continuous independent variables, and outputs a summary of regression results to a CSV file.","['os', 'sys', 'logging', 'datetime', 'numpy', 'pandas', 'warnings', 'traceback', 'sqlalchemy', 'statsmodels', 'matplotlib', 'seaborn']",[],['%.4f'],"Potential missing error handling for database connection issues or data fetching problems, reliance on proper column names in the dataset, and possible lack of visualization libraries that could disable plot generation.",The script emphasizes logging and provides a console output for better tracking of its operations.,2063,186,0.000421
Python_Code/Geospatial_Code/Gemini_Geospatial_v9.py,gpt-4o-mini,To analyze spatial patterns of Generative AI and robotics adoption in US hospitals through various statistical and geospatial methods.,"Performs proximity analysis, population coverage evaluation, models adoption drivers using logistic regression, conducts hot spot analysis, and generates publication-quality visualizations.","['os', 'sys', 'logging', 'datetime', 'pathlib', 'pandas', 'numpy', 'geopandas', 'shapely', 'sqlalchemy', 'tqdm', 'sklearn', 'matplotlib', 'seaborn', 'contextily', 'esda', 'libpysal', 'splot']",[],['tight'],Potential missing mandatory libraries could prevent hot spot analysis and basemap generation; no explicit error handling for database connectivity and data processing stages.,The script version 8.0 includes corrections for data loading and visualization issues.,2113,169,0.000418
