change_type,author,datetime,chapter_h1,snippet,words,dt
Insertion,Aaron Johnson,2025-05-04T22:08:00Z,(no H1 found yet),ct population health outcomes.,4,2025-05-04 22:08:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:08:00Z,(no H1 found yet),s,1,2025-05-04 22:08:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:09:00Z,(no H1 found yet),This research offers,3,2025-05-04 22:09:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:15:00Z,– Introduction to the Problem,Legitimacy Theory,2,2025-05-04 22:15:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:15:00Z,– Introduction to the Problem,", RBV, and Legitimacy Theory",5,2025-05-04 22:15:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:16:00Z,– Introduction to the Problem,"TRA, RBV",2,2025-05-04 22:16:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:16:00Z,– Literature Review,Resource Based View,3,2025-05-04 22:16:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:17:00Z,– Literature Review,one of the most commonly use,6,2025-05-04 22:17:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:17:00Z,– Literature Review,the fourth -most used,4,2025-05-04 22:17:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,d,1,2025-05-04 22:18:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,theories,1,2025-05-04 22:18:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,",",1,2025-05-04 22:18:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,ing,1,2025-05-04 22:18:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,theory,1,2025-05-04 22:18:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,"after TAM, UTAUT and NPT – this",7,2025-05-04 22:18:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:18:00Z,– Literature Review,s,1,2025-05-04 22:18:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:29:00Z,– Introduction to the Problem,technology,1,2025-05-04 22:29:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:29:00Z,– Introduction to the Problem,AI,1,2025-05-04 22:29:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:29:00Z,– Introduction to the Problem,"For instance, generative AI models have demonstrated the ability to generate accurate clinical notes, reducing documentation time for healthcare providers by up to 40% per leading software vendors in ",52,2025-05-04 22:29:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:51:00Z,(no H1 found yet),of Innovations,2,2025-05-04 22:51:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:52:00Z,(no H1 found yet),116,1,2025-05-04 22:52:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:52:00Z,(no H1 found yet),000,1,2025-05-04 22:52:00+00:00
Insertion,Aaron Johnson,2025-05-04T22:58:00Z,– Introduction to the Problem,L,1,2025-05-04 22:58:00+00:00
Deletion,Aaron Johnson,2025-05-04T22:58:00Z,– Introduction to the Problem,"More recently, l",3,2025-05-04 22:58:00+00:00
Insertion,Aaron Johnson,2025-05-04T23:20:00Z,"– Discussion, Conclusions, and Recommendations",at,1,2025-05-04 23:20:00+00:00
Insertion,Aaron Johnson,2025-05-04T23:24:00Z,– Data & Methods,p,1,2025-05-04 23:24:00+00:00
Deletion,Aaron Johnson,2025-06-11T23:33:00Z,(no H1 found yet),33,1,2025-06-11 23:33:00+00:00
Deletion,Aaron Johnson,2025-06-11T23:33:00Z,(no H1 found yet),34,1,2025-06-11 23:33:00+00:00
Deletion,Aaron Johnson,2025-06-11T23:33:00Z,(no H1 found yet),33,1,2025-06-11 23:33:00+00:00
Deletion,Aaron Johnson,2025-06-11T23:33:00Z,(no H1 found yet),34,1,2025-06-11 23:33:00+00:00
Insertion,Aaron Johnson,2025-06-11T23:34:00Z,(no H1 found yet),41,1,2025-06-11 23:34:00+00:00
Insertion,Aaron Johnson,2025-06-11T23:34:00Z,(no H1 found yet),40,1,2025-06-11 23:34:00+00:00
Insertion,Aaron Johnson,2025-06-11T23:34:00Z,(no H1 found yet),41,1,2025-06-11 23:34:00+00:00
Insertion,Aaron Johnson,2025-08-03T14:53:00Z,– Introduction to the Problem,"RBV, DOI,",2,2025-08-03 14:53:00+00:00
Deletion,Aaron Johnson,2025-08-03T14:53:00Z,– Introduction to the Problem,DOI,1,2025-08-03 14:53:00+00:00
Insertion,Aaron Johnson,2025-08-03T14:53:00Z,– Introduction to the Problem,"RBV,",1,2025-08-03 14:53:00+00:00
Insertion,Aaron Johnson,2025-08-03T14:53:00Z,– Introduction to the Problem,and Legitimacy Theory,3,2025-08-03 14:53:00+00:00
Deletion,Aaron Johnson,2025-08-03T14:53:00Z,– Introduction to the Problem,Legitimacy Theory,2,2025-08-03 14:53:00+00:00
Insertion,Aaron Johnson,2025-08-03T14:54:00Z,– Introduction to the Problem,"RBV, DOI and",3,2025-08-03 14:54:00+00:00
Deletion,Aaron Johnson,2025-08-03T14:54:00Z,– Introduction to the Problem,DOI,1,2025-08-03 14:54:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:00:00Z,– Literature Review,The Resource Based View (RBV) of the firm,8,2025-08-03 15:00:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:01:00Z,– Literature Review,The Resource Based View of the Firm,7,2025-08-03 15:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:01:00Z,– Literature Review,The resource-based view holds that organizational performance differences originate f,10,2025-08-03 15:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:02:00Z,– Literature Review,rom unique resources and capabilities each firm possesses.,8,2025-08-03 15:02:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:02:00Z,– Literature Review,"RBV scholarship (e.g., Penrose",4,2025-08-03 15:02:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:02:00Z,– Literature Review,"in 1959, Wernerfelt",3,2025-08-03 15:02:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:03:00Z,– Literature Review,Foundational,1,2025-08-03 15:03:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:03:00Z,– Literature Review,"in 1984) held that internal assets, skills and competencies were drivers of sustained competitive advantage (SCA)",16,2025-08-03 15:03:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:05:00Z,– Literature Review,originally,1,2025-08-03 15:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:05:00Z,– Literature Review,". As thinking evolved, others argued that RBV is a distinct paradigm separate from traditional industrial organization dynamics,",18,2025-08-03 15:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:06:00Z,– Literature Review,emphasizing firm-specific resources over external market forces (,8,2025-08-03 15:06:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:06:00Z,– Literature Review,. Barney’s seminal work formalized the criteria for a resourc,10,2025-08-03 15:06:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:07:00Z,– Literature Review,"e to confer sustained competitive advantage – it had to be valuable, rare, inimitable, and non-substitutable (VRIN attributes). Resources that enable an organization to improve",25,2025-08-03 15:07:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:08:00Z,– Literature Review,"outcomes or efficiency (valuable) that few others possess (rare), th",10,2025-08-03 15:08:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:09:00Z,– Literature Review,"at are not easily replicated (inimitable) and have no equivaltent substitutes, will yield long-run performance differentials",16,2025-08-03 15:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:09:00Z,– Literature Review,.,1,2025-08-03 15:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:10:00Z,– Literature Review,Peteraf,1,2025-08-03 15:10:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:10:00Z,– Literature Review,built on Barney’s foundation by adding four “cornerstones” of competitive advantage: resource heterogeneity,13,2025-08-03 15:10:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:11:00Z,– Literature Review,"(firms control different bundles of superior resources) , ex-post limits to competition (isolating mechanisms like imperfect imitability prevent rivals from eroding the advant",23,2025-08-03 15:11:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:12:00Z,– Literature Review,"age), imperfect mobility of resources (some key resources cannot be traded or transferred, and stick with the firm) , and ex-ante limits to competition (e.g., before a firm acquires a resource, there ",34,2025-08-03 15:12:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:13:00Z,– Literature Review,then,1,2025-08-03 15:13:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:13:00Z,– Literature Review,essive costs or competition that fully offset the benefits),9,2025-08-03 15:13:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:13:00Z,– Literature Review,. T,2,2025-08-03 15:13:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:14:00Z,– Literature Review,"aken together, the cornerstones ensure valuable resource advantages can be secured and sustained over time.",15,2025-08-03 15:14:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:14:00Z,– Literature Review,<< LEGITIMACY THEORY SECTION – TO BE CHANGED OR DELE,10,2025-08-03 15:14:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:14:00Z,– Literature Review,>>,1,2025-08-03 15:14:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:15:00Z,– Literature Review,"In subsequent decades, RBV has expanded to recognize the strategic importance of intangible resources like firm knowledge, organizational cult",19,2025-08-03 15:15:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:15:00Z,– Literature Review,TED,1,2025-08-03 15:15:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:16:00Z,– Literature Review,ure and shared routimes. Grant (et. al) conceived a “knowledge-based view” of the firm where know-how and,17,2025-08-03 15:16:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:17:00Z,– Literature Review,ability to integrate specialized knowledge are key resources fueling innovation and performance,12,2025-08-03 15:17:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:17:00Z,– Literature Review,.,1,2025-08-03 15:17:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:18:00Z,– Literature Review,"Teece extended RBV into changing environments by introducing “dynamic capabilities” – a firm’s ability to integrate, build, and reconfigure resources to address",22,2025-08-03 15:18:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:19:00Z,– Literature Review,rapidly changing conditions. The dynamic capabilities view holds as paramount management’s ability to continually adapt and deploy resources in new ways,21,2025-08-03 15:19:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:20:00Z,– Literature Review,in order to maintain an edge against competition and technological change,11,2025-08-03 15:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:20:00Z,– Literature Review,.,1,2025-08-03 15:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:21:00Z,– Literature Review,"In Teece’s view, dynamic capabilities are distinguished from more “static” resources in classical RBV; in fast-moving fields, the ability to renew",21,2025-08-03 15:21:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:22:00Z,– Literature Review,"and transform resources is *itself* a critical organizational capability. Modern RBV encompasses not just tangible assets, but the processes, skills and adaptability",22,2025-08-03 15:22:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:23:00Z,– Literature Review,that allow organizations to marshal resources effectively for sustained advantage (SCA).,11,2025-08-03 15:23:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:24:00Z,– Literature Review,"In the field of healthcare management and administration, RBV has gained traction as a f",15,2025-08-03 15:24:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:25:00Z,– Literature Review,"ramework for understanding why some organizations outperform others in deploying innovations (e.g., artificial intelligence or surgical robots) . Though historically underutilized in public health, re",26,2025-08-03 15:25:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:26:00Z,– Literature Review,iews suggest RBV’s applicability is growing << FIND GOOD SOURCE FOR THIS >> .,14,2025-08-03 15:26:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:27:00Z,– Literature Review,The practical value of RBV in this context lies in systematically mapping organizational resources and capabilities to the creation of public,21,2025-08-03 15:27:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:28:00Z,– Literature Review,"value and improved performance. In healthcare systems, critical resources include not only financial capital and physical infrastructure, but also human capital (expertise & training), intellectual ca",31,2025-08-03 15:28:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:29:00Z,– Literature Review,ms) and managerial capabilities to implement complex innovations,8,2025-08-03 15:29:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:29:00Z,– Literature Review,. In a comparative,4,2025-08-03 15:29:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:30:00Z,– Literature Review,"study of health systems, internal resource assessment and deployment have a significant impact on strategic outcomes – difference in hospitals’",20,2025-08-03 15:30:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:31:00Z,– Literature Review,"resource endowments (specialized talent, IT infrastructure, other knowledge) translates into differences in the ability to adopt and benefit from new technology.",21,2025-08-03 15:31:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:32:00Z,– Literature Review,Artificial Intelligence ( here,4,2025-08-03 15:32:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:33:00Z,– Literature Review,primarily Machine Learning and Generative AI) capabilities can be seen as strategic resources under the RBV framework. A hospital’s capacity to leverage,22,2025-08-03 15:33:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:34:00Z,– Literature Review,"generative AI (e.g., large language models for clinical decision support or natural language processing for transcription) is an intangible asset that may satisfy the “VRIN” criteria. These AI ca",29,2025-08-03 15:34:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:35:00Z,– Literature Review,"pabilities are valuable if they enable more efficient and higher-quality care delivery (e.g., by automating routine tasks or improving diagnostic accuracy) , and they may be relatively rare",28,2025-08-03 15:35:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:36:00Z,– Literature Review,in early 2025 – only a subset of hospitals have fully integrated advanced AI into clinical workflows (,18,2025-08-03 15:36:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:36:00Z,– Literature Review,“WFAIOACW” in the AHA,4,2025-08-03 15:36:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:37:00Z,– Literature Review,abbreviated as,2,2025-08-03 15:37:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:37:00Z,– Literature Review,survey).,1,2025-08-03 15:37:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:38:00Z,– Literature Review,"They can also be difficult to imitate, as effe",9,2025-08-03 15:38:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:39:00Z,– Literature Review,"ctive use of ML / GenAI requires proprietary data, trained personnel, rigorous HIPAA/HITECH security controls, and accumulated experience. Smaller or less sophisticated health",23,2025-08-03 15:39:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:40:00Z,– Literature Review,systems cannot instantly replicate these capabilities. A generative AI system’s functions are not easily substitutable; few other investments can comparably impacdt productivity in documentation,24,2025-08-03 15:40:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:41:00Z,– Literature Review,", prediction or decision support. Empirical evidence",7,2025-08-03 15:41:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:42:00Z,– Literature Review,suggests that generative AI is a high-impact resource,8,2025-08-03 15:42:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:42:00Z,– Literature Review,"; in the first national study of AI in hospitals , communities",12,2025-08-03 15:42:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:43:00Z,– Literature Review,<< PER MY OWN RESEARCH >>,6,2025-08-03 15:43:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:43:00Z,– Literature Review,served by AI-adopting hospitals experienced significantly fewer premature deaths than those without such technology. Not all technological resources yielded the s,21,2025-08-03 15:43:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:44:00Z,– Literature Review,ame benefits - two capabilities stood out as especially valuable,10,2025-08-03 15:44:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:44:00Z,– Literature Review,(,1,2025-08-03 15:44:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:44:00Z,– Literature Review,WFAIRT,1,2025-08-03 15:44:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:45:00Z,– Literature Review,. AI for automating routine tasks,6,2025-08-03 15:45:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:45:00Z,– Literature Review,“,1,2025-08-03 15:45:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:45:00Z,– Literature Review,”) was associated with ~930 fewer years of potential,9,2025-08-03 15:45:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:46:00Z,– Literature Review,"l life lost (YPLL) per 100,000 people annually, and advanced surgical robotics added about another ~470 fewer years of life lost, with both effects remaining significant after",27,2025-08-03 15:46:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:47:00Z,– Literature Review,"adjusting for confounders (> 95% confidence level, see Chapter 4 for more details).",13,2025-08-03 15:47:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:48:00Z,– Literature Review,These,1,2025-08-03 15:48:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:49:00Z,– Literature Review,"outcomes are substantially improved, illustrating RBV’s core idea that certain resources (like AI-driven capabilitie",14,2025-08-03 15:49:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:50:00Z,– Literature Review,s) can create tangible performance advantages – including potentially life-saving effects for patients. Other applications,15,2025-08-03 15:50:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:51:00Z,– Literature Review,"of AI showed smaller or no significant effects, underscoring that *particular* high-impact capabilities (deeply embedding expert knowledge and process efficiency) confer the greatest benefit. Put in R",30,2025-08-03 15:51:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:52:00Z,– Literature Review,"automates and optimizes key workflows can be seen as an organizational capability that is hard to imitate, serving as a potential source of competitive (or in population health, comparative) advantage",34,2025-08-03 15:52:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:53:00Z,– Literature Review,Leveraging a generative AI tool,5,2025-08-03 15:53:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:54:00Z,– Literature Review,as a strategic resource is not only about owning the technology – it also requires complementary assets and organizational readiness. RBV highlights that firms must hav eappropriate supporting resourc,40,2025-08-03 15:54:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:55:00Z,– Literature Review,", each hospital’s human capital and culture are critical enablers. Staff need skills and training to work with AI, leaders require vision and commitment, and workflows must be re-engineered to accept ",32,2025-08-03 15:55:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:56:00Z,– Literature Review,"outputs. Consistent with RBV, human expertise and absorptive capacity are essential to extract value from a new platform",18,2025-08-03 15:56:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:58:00Z,– Literature Review,"– similar to other types of technology adoption (e.g. ERP or SaaS platform implementations or other large tech projects) , employee competencies, digital literacy and change management",27,2025-08-03 15:58:00+00:00
Insertion,Aaron Johnson,2025-08-03T15:59:00Z,– Literature Review,process es are ciritical success factors determining whether new tools translate to performance gains. If a hospital l,18,2025-08-03 15:59:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:00:00Z,– Literature Review,"acks technical staff or an innovation-friendly climate, the mere availability of generative AI may not yield benefits; the resource would fail to meet the “organization-specific inimitability” criteri",27,2025-08-03 16:00:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:01:00Z,– Literature Review,on that makes it an actual capability (VRIN).,8,2025-08-03 16:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:01:00Z,– Literature Review,In line with Teece’s view that competitive advantage lies,9,2025-08-03 16:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:04:00Z,– Literature Review,"not only in the asset (AI or robotics) but the managerial and organizational processes that integrate and deploy that asset ,",21,2025-08-03 16:04:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:05:00Z,– Literature Review,"hospitals that have successfully deployed AI are likely to have cultivated higher-order capabilities (e.g., effective IT governance, solid training programs, adaptive workflows) that are",24,2025-08-03 16:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:06:00Z,– Literature Review,"valuable, rare intangible resources. RBV suggests that generative ai can be a source of significant performance improvement",17,2025-08-03 16:06:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:07:00Z,– Literature Review,"for healthcare organizations ; realizing this potential requires the presence of complementary resources and capabilities. Hospitals with advanced technical infrastructure , expertise, capital resourc",29,2025-08-03 16:07:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:08:00Z,– Literature Review,tter positioned to turn AI into a sustained advantage. Those lacking supporting resources will struggle to replicate the success of early adopters.,22,2025-08-03 16:08:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:09:00Z,– Literature Review,Empirical patterns at the national level indicate,7,2025-08-03 16:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:10:00Z,– Literature Review,hospitals are achieving inconsistent outcome benefits from AI reflect heterogeneity in resource endowments and organizational readiness.,16,2025-08-03 16:10:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:16:00Z,– Literature Review,<< DIFFUSIO,2,2025-08-03 16:16:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:17:00Z,– Literature Review,N OF INNOVATION THEORY HERE >>,6,2025-08-03 16:17:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:18:00Z,– Literature Review,"While RBV explains performance differences via resource possession, Diffusion of Innovation (DOI) theory explains how and why new ideas and technologies spread (or fail to spread)",26,2025-08-03 16:18:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:19:00Z,– Literature Review,across a social system over time. Originated by Rogers and,10,2025-08-03 16:19:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:19:00Z,– Literature Review,tion,1,2025-08-03 16:19:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:20:00Z,– Literature Review,published in multiple edi,4,2025-08-03 16:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:20:00Z,– Literature Review,s,1,2025-08-03 16:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:20:00Z,– Literature Review,", DOI provides a macro-level lens on the adoption process, from innovators to laggards.",14,2025-08-03 16:20:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:21:00Z,– Literature Review,"The theory defines several key elements that influence diffusion: the characteristics of the innovation, communication channels, time, and the characteristics of the social system. Innovations perceiv",33,2025-08-03 16:21:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:22:00Z,– Literature Review,elative advantage (superior to current practice),6,2025-08-03 16:22:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:23:00Z,– Literature Review,", being compatible with existing values and needs, and having low complexity",12,2025-08-03 16:23:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:24:00Z,– Literature Review,(simple to understand and use) tend to diffuse faster and more broadly.,12,2025-08-03 16:24:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:29:00Z,– Literature Review,Tornatzky,1,2025-08-03 16:29:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:30:00Z,– Literature Review,"and Klein performed a meta-analysis of 75 innovation adoption studies, finding that three attributes were the most consistently significant factors to facilitate adoption: high compatibility, high rel",28,2025-08-03 16:30:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:31:00Z,– Literature Review,"ge, lower complexity",3,2025-08-03 16:31:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:31:00Z,– Literature Review,. Other attributes like observability and trialability may also affect,10,2025-08-03 16:31:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:32:00Z,– Literature Review,"adoption, but these impacts may be contingent on other factors. DOI predicts that a technology perceived as clearly superior and fitting users’ workflows (and not too difficult to implemtn) will see t",35,2025-08-03 16:32:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:33:00Z,– Literature Review,". Additionally, adoption is influenced by communication channels (how people discover the innovation), the",14,2025-08-03 16:33:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:59:00Z,– Literature Review,"structure of social networks, and the presence of thought leaders or change agents to champion innovation.",16,2025-08-03 16:59:00+00:00
Insertion,Aaron Johnson,2025-08-03T16:59:00Z,– Literature Review,A key feature of innovation is that it occurs gradually and unevenly,12,2025-08-03 16:59:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:00:00Z,– Literature Review,. Innovations spread via S-curve,5,2025-08-03 17:00:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:00:00Z,– Literature Review,"first among a few innovators, then accelerating as early adopters and the early majority take it up, finally leveling off when only late adopters or laggards",26,2025-08-03 17:00:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:01:00Z,– Literature Review,:,1,2025-08-03 17:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:01:00Z,– Literature Review,"remain. During the diffusion process, different classes of adopters (innovators, early adopters, early ma",14,2025-08-03 17:01:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:02:00Z,– Literature Review,"jority, late majority, laggards) embrace the technology in phases, largely due to varying attitudes about risk, need for evidence, or availability of resources. In the field of digital transformation,",35,2025-08-03 17:02:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:03:00Z,– Literature Review,study how new technology propogates in organizations and communities. Healthcare has historically been a slow or cautious adopter of new technologies,21,2025-08-03 17:03:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:04:00Z,– Literature Review,; researchers have used DOI to examine the spread of telehealth solutions across hospitals to,15,2025-08-03 17:04:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:05:00Z,– Literature Review,understand factors that accelerate or hinder their uptake,8,2025-08-03 17:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:05:00Z,– Literature Review,. The adoption of surgical robots has foll,8,2025-08-03 17:05:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:06:00Z,– Literature Review,"owed a diffusion pattern, with a small set of pioneering institutions embracing robotics in the early 2000’s, with the practice diffusing to larger hospitals",24,2025-08-03 17:06:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:07:00Z,– Literature Review,over the next two decades (though smaller or more rural facilities have been slower to adopt). DOI theory framework,19,2025-08-03 17:07:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:08:00Z,– Literature Review,"posits that communication networks and social influence can explain these patterns, where hospitals are looking to peers and industry leaders, and decisions by prominent health systems",26,2025-08-03 17:08:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:08:00Z,– Literature Review,can influence others through imitation or competitiv,7,2025-08-03 17:08:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:09:00Z,– Literature Review,in major metro areas,4,2025-08-03 17:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:09:00Z,– Literature Review,"e pressure. As more hospitals adopt an innovation, knowledge about it becomes more widespread, uncertainty decreases, and ad",18,2025-08-03 17:09:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:10:00Z,– Literature Review,option accelerates.,2,2025-08-03 17:10:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:10:00Z,– Literature Review,"In the case of AI and digital transformation initiatives in healthcare, DOI theory is especially useful to explain the temporal and spatial dif",23,2025-08-03 17:10:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:11:00Z,– Literature Review,"fusion patterns observed in AHA data. Using spatial regression techniques and Local Moran’s I / LISA mapping techniques (see findings in Chapter 4), it is clear that hospitals using",29,2025-08-03 17:11:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:12:00Z,– Literature Review,"generative AI tend to cluster in certain “innovation hubs” – larger, resource-rich geographies, with the implication that adoption will only trickle down later to smaller, res",26,2025-08-03 17:12:00+00:00
Insertion,Aaron Johnson,2025-08-03T17:13:00Z,– Literature Review,ource-constrained areas or facilities. This leads to a phenomenon described as a digital divide:,14,2025-08-03 17:13:00+00:00
